-0.0325104,-0.0138223,0.0488126
-0.0484561,-0.0109524,0.0716755
-0.0531829,0.00256952,0.0843389
-0.0824574,0.00317619,0.0907647
-0.0492091,-0.00110379,0.0345369
-0.0473998,0.00122483,0.038161
-0.039485,0.000586236,0.0389293
-0.0544643,0.000350802,0.050386
-0.0637507,-0.00521696,0.0654491
-0.0365902,-0.00488577,0.037774
-0.0356359,-0.00595977,0.0334411
-0.0283758,-0.011835,0.0350693
-0.0280247,0.00245384,0.0369184
-0.0356111,0.00879697,0.0271381
-0.0434855,0.0179681,0.0237634
-0.0410972,0.0185159,0.0365998
-0.0385059,0.00201808,0.0435033
-0.034762,-0.00862545,0.056096
-0.0539677,-0.00506677,0.059251
-0.0723157,0.000310636,0.050736
-0.0685123,0.00634651,0.0500308
-0.0644593,0.00790251,0.0477668
-0.0476415,0.00829422,0.0539063
-0.0438206,8.02904e-005,0.0464283
-0.0463504,-0.00166775,0.0362236
-0.0390837,-0.00166574,0.044567
-0.0345225,-0.00697111,0.0488041
-0.0357738,-0.00746537,0.0530241
-0.0422379,-0.00453173,0.0575996
-0.056638,-0.00337108,0.0611891
-0.0588256,-0.00499604,0.0634251
-0.0627624,-0.0108043,0.0617427
-0.0590323,-0.0106358,0.0690777
-0.0717436,-0.0132684,0.084843
-0.0626611,-0.0208152,0.0843767
-0.0720582,-0.0132314,0.0907366
-0.0611182,-0.0225501,0.0909833
-0.0813464,-0.0348146,0.0902704
-0.0830313,-0.034296,0.0958982
-0.0735702,-0.0515235,0.0920517
-0.0608373,-0.0374965,0.0876314
-0.0721556,-0.0306626,0.0828402
-0.0688261,-0.000894566,0.0744637
-0.0583955,0.00477397,0.0651905
-0.0766145,0.00523091,0.0640106
-0.066743,-0.00231139,0.0642164
-0.0705528,0.00155537,0.0777189
-0.0748326,0.00569696,0.0766381
-0.0773151,0.0148317,0.0964959
-0.0690368,0.00811076,0.1051
-0.104265,0.0173649,0.0921071
-0.14114,0.0214483,0.0793655
-0.123782,0.0293209,0.0956455
-0.110591,0.0264759,0.0904456
-0.122605,0.0159713,0.0883716
-0.115732,0.0145693,0.0962136
-0.099759,0.0109236,0.0871364
-0.10287,0.0105863,0.0774491
-0.0899056,0.00743903,0.0770161
-0.0833572,-0.0087685,0.0846057
-0.0756971,0.00673017,0.0757044
-0.0915271,0.00862745,0.0850561
-0.100178,0.00809176,0.082485
-0.0929321,-2.52454e-005,0.0881208
-0.0764623,-0.00576747,0.0845628
-0.0783143,-0.00936099,0.0818373
-0.0726732,-0.00561362,0.0817794
-0.0583697,-0.00481229,0.083725
-0.0691454,-0.00534943,0.0778998
-0.0842524,-0.00381591,0.0739073
-0.0837311,-0.00410576,0.0858214
-0.0776513,0.00309887,0.0878749
-0.0799948,0.0121738,0.0921726
-0.11105,0.0133366,0.0831137
-0.115062,0.0087992,0.0816924
-0.109786,0.014664,0.079144
-0.100444,0.0111583,0.0722138
-0.0770541,0.00318829,0.0731718
-0.0612055,-0.0222921,0.0739331
-0.0616357,-0.00426712,0.0521968
-0.057365,-0.00131139,0.0521304
-0.0622432,-0.0072101,0.0665918
-0.0676147,-0.00580331,0.0642745
-0.0645682,-0.00546724,0.0687559
-0.0686048,-0.00601302,0.0692969
-0.0586216,-0.00394075,0.0658728
-0.0417708,-0.00930841,0.0584452
-0.0338585,-0.00681228,0.0496638
-0.0359441,-0.00381973,0.0479368
-0.0337804,0.00151662,0.0466138
-0.0347888,-0.00471617,0.046576
-0.0254381,-0.00503711,0.0477077
-0.0303582,-0.00134035,0.0447246
-0.0380012,0.00230702,0.0445166
-0.044378,0.00536328,0.0485772
-0.0595242,0.0108091,0.0510776
-0.0530665,0.023516,0.0543676
-0.0571225,0.0283449,0.0583201
-0.0823654,0.0209044,0.0571021
-0.0908053,0.0202865,0.0616878
-0.095439,0.0142621,0.0635674
-0.0867368,0.0125763,0.0688024
-0.0751351,0.00109079,0.0568163
-0.0613743,-0.00271124,0.045543
-0.0431585,-0.00141032,0.0453153
-0.0434044,0.000950271,0.0540612
-0.0452819,-0.00148387,0.0521978
-0.0464425,0.000510199,0.0576668
-0.0467276,-0.00073657,0.0535186
-0.0542003,0.0066563,0.0492065
-0.0615686,0.00740656,0.0515101
-0.0629181,0.0038421,0.054041
-0.0599048,0.00255956,0.0580003
-0.0534633,-0.00112244,0.0548137
-0.0401739,-0.00613014,0.054768
-0.0286301,-0.0107213,0.0493859
-0.0336509,-0.0100066,0.0475025
-0.0392013,-0.0104103,0.0529765
-0.0402114,0.00643659,0.0546123
-0.0507557,0.0151152,0.048546
-0.0637316,0.0240974,0.0462742
-0.0628537,0.0296657,0.045287
-0.0697738,0.0339898,0.0431665
-0.0807009,0.0217388,0.0464497
-0.0665568,0.00561969,0.0622106
-0.0503695,0.00263588,0.0616046
-0.0514293,-0.00587536,0.0538691
-0.0472752,-0.0025426,0.0492523
-0.0471967,-0.00339004,0.0550732
-0.0463062,-0.00379148,0.0555562
-0.0549071,0.00522983,0.0533538
-0.0451463,0.00383686,0.0484674
-0.0511289,-0.0101188,0.0530882
-0.047788,-0.00713507,0.053294
-0.0452578,-0.00670955,0.0572999
-0.043447,-0.0112843,0.0548913
-0.0338457,-0.0148757,0.0500943
-0.0304438,-0.0136026,0.0446854
-0.0369039,-0.00494563,0.0420565
-0.0354486,-0.0048535,0.0387906
-0.0273252,-0.00916474,0.0340459
-0.0192856,-0.00600827,0.0292084
-0.0183187,0.000322844,0.0262209
-0.0225946,-0.00317347,0.0293951
-0.0174456,-0.0073592,0.0370238
-0.0188142,-0.00559661,0.0263533
-0.0141197,-0.00371344,0.0250262
-0.0201847,-0.000846971,0.0253342
-0.0171118,-0.0078251,0.0234314
-0.0106736,-0.00361288,0.0187204
-0.0276004,-0.00728051,0.0408274
-0.0252129,-0.0054491,0.0350675
-0.0271141,-0.00680163,0.0343298
-0.0318971,0.00163615,0.0339415
-0.0241585,0.00315722,0.0306443
-0.0187516,-0.00212674,0.0292303
-0.0225419,-0.00741465,0.0289665
-0.0205458,-0.0112841,0.0337129
-0.0201606,-0.00580048,0.0344921
-0.0224699,-0.00432039,0.0299332
-0.0172465,0.000967426,0.0208236
-0.0225409,3.68171e-005,0.0258691
-0.0297711,-0.00520709,0.0400527
-0.026681,-0.00539298,0.042395
-0.0303508,0.00655962,0.0338342
-0.0694738,0.0146687,0.0615061
-0.0802236,0.0200775,0.0693636
-0.0788418,0.0144116,0.0765257
-0.0811949,0.00689783,0.0867956
-0.0881068,-0.00477175,0.0933325
-0.0857193,-0.00955384,0.0937527
-0.0719725,-0.0154265,0.0902614
-0.0647459,-0.00261347,0.0818279
-0.0690673,0.00998497,0.0795354
-0.0661919,0.00359792,0.0672964
-0.0738042,0.0202338,0.0703274
-0.0828217,0.0195903,0.0776254
-0.096693,0.0262657,0.0849288
-0.107386,0.0263022,0.0878515
-0.113697,0.0239677,0.0994987
-0.114863,0.0249236,0.0996283
-0.102886,0.0194284,0.0965662
-0.100733,0.0105393,0.0976918
-0.0968632,0.0122178,0.0992274
-0.106648,0.0154333,0.105077
-0.11122,0.0105985,0.098611
-0.108802,0.0116034,0.103021
-0.106051,0.0144987,0.102344
-0.118242,0.00322109,0.105981
-0.0445034,-0.00989324,0.0613181
-0.0173556,-0.00347013,0.00989276
-0.033857,0.00401397,0.0267691
-0.0391929,0.00254834,0.0366965
-0.0382956,-0.00125776,0.0374853
-0.0365902,-0.00488577,0.037774
-0.0356359,-0.00595977,0.0334411
-0.0283758,-0.011835,0.0350693
-0.0280247,0.00245384,0.0369184
-0.0356111,0.00879697,0.0271381
-0.0434855,0.0179681,0.0237634
-0.0410972,0.0185159,0.0365998
-0.0385059,0.00201808,0.0435033
